genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,cluster,closest_mood
Classical,DragonForce,Black Fire - Remastered 2009,2DCvFbeLgIwTy7A8mDRQqA,38,0.000345,0.0972,346947,0.925,1.36e-05,C,0.357,-4.458,0,0.062,194.994,4/4,0.298,,
Classical,Andy James,'85,0Ok8iokIiG7owG91INCiz3,34,0.00366,0.268,292313,0.878,0.0242,E,0.37,-3.851,0,0.057,154.838,4/4,0.186,,
Classical,Orden Ogan,Fields of Sorrow,0zRzEkNEBpYls87sEnbBWG,44,7.98e-06,0.422,403440,0.963,0.000152,F,0.351,-3.827,0,0.0954,132.114,4/4,0.214,,
Classical,Haken,The Endless Knot,1ux3tUN5QnfnFlyDTCxELH,40,0.000755,0.539,350000,0.94,0.000683,A,0.253,-5.057,0,0.0879,140.037,5/4,0.28,,
Classical,Blind Guardian,Sacred Worlds,3PfzRykge8UaWMIEli7H8P,41,0.000348,0.124,559080,0.808,0.642,D#,0.255,-9.005,0,0.134,170.227,4/4,0.114,,
Classical,DragonForce,The Fire Still Burns,0gtSc7oNBB0NpdbBNBIYN6,29,0.000119,0.296,470053,0.978,0.0012,G,0.347,-3.601,0,0.123,200.047,4/4,0.297,,
Classical,Andy James,Afterlife,2YPuZOOm5w7ynLK4hvU1WN,34,0.0002,0.335,252085,0.938,0.458,D,0.352,-2.664,0,0.0673,145.043,4/4,0.287,,
Classical,Bloodbound,Tears of a Dragonheart,588TQ8545hoDTJij5yDqa7,40,0.0591,0.418,229533,0.965,0.0,E,0.33,-2.992,0,0.119,179.967,4/4,0.377,,
Classical,Kamelot,Center of the Universe,6aC9xeShtKqsxqHnfLii6X,43,0.0397,0.313,326947,0.931,1.1e-06,D#,0.39,-4.116,0,0.0902,170.0,3/4,0.234,,
Classical,Vincent Ho,The Shaman: III. Fire Dance (Live),0bDcg4qGSSooLQgMEA6jmT,29,0.666,0.383,538653,0.638,0.859,A#,0.69,-13.4,0,0.189,121.201,4/4,0.232,,
Classical,Blind Guardian,And Then There Was Silence - Remastered 2017,0EGdY9bX1tEplWHXRY07tA,37,0.003,0.387,846573,0.855,0.294,F,0.417,-5.956,0,0.0829,135.92,4/4,0.2,,
Classical,Andy James,A Plan For Us,2NtAmqihQKaipD3uMPfHmn,33,0.000156,0.374,287000,0.968,0.59,A,0.294,-3.781,0,0.0651,140.05,4/4,0.111,,
Classical,Allen Lande,Down from the Mountain,6i8WTSUMEbyWbkdkK4AoY5,30,0.000475,0.374,246295,0.982,0.0586,A,0.254,-3.748,0,0.0757,179.86,4/4,0.338,,
Classical,DragonForce,Symphony of the Night,55v3Yqy2fSAlU1t9PUfSTO,27,2.73e-05,0.159,319987,0.943,1.54e-05,D,0.409,-4.088,0,0.0926,177.012,4/4,0.183,,
Classical,Yngwie Malmsteen,Sun's Up Top's Down,6DnETCLTAG1f3r1Kh6X6Ze,42,0.0126,0.323,242080,0.948,0.000279,A#,0.298,-5.637,0,0.13,120.146,3/4,0.221,,
Classical,Maurice Ravel,"Le tombeau de Couperin, M. 68: No. 6, Toccata (Live)",0bU4bwl6ElDgWyAHnbZc2A,0,0.99,0.283,275133,0.483,0.847,E,0.674,-19.055,0,0.0475,128.483,4/4,0.238,,
Classical,GALNERYUS,departure!,6DMRVtanwISG9MBXtMK1cL,38,4.03e-05,0.285,297293,0.894,0.0,A#,0.214,-4.323,0,0.0569,175.85,4/4,0.211,,
Classical,Darkwater,Alive - Pt. II,7JNxaa1S1SixiuoAsQTLZW,35,8.18e-05,0.446,441587,0.895,0.000225,G,0.357,-7.009,0,0.0639,129.98,4/4,0.215,,
Classical,Andy James,Angel of Darkness,44QVaqVUP5t1evqp3mu4Fq,32,4.81e-06,0.388,284467,0.975,0.891,A,0.285,-3.395,0,0.101,154.996,4/4,0.203,,
Classical,Queensrÿche,The Mission - Remastered 2003,5OXE5BYGHWhg1orfKMkO4h,34,0.0476,0.311,347835,0.941,8.2e-06,E,0.352,-4.128,0,0.174,187.812,4/4,0.137,,
Classical,DragonForce,Heartbreak Armageddon,6YafvrElDlxEr0naJcwzDX,27,0.000115,0.311,460907,0.98,0.0113,C,0.289,-3.561,0,0.166,195.077,4/4,0.2,,
Classical,Battle Beast,Resurrection By Erection,2CN8mlRzWusqxazAzVReue,28,8.63e-05,0.435,227453,0.974,6.51e-05,F#,0.341,-4.248,0,0.0546,159.949,4/4,0.406,,
Classical,Andrea Bocelli,"Quizàs, Quizàs, Quizàs - Live In Italy / 2013",19Dh1ajM2AAN1X7QwC0WOL,31,0.851,0.585,203148,0.379,2.63e-06,E,0.725,-10.515,0,0.0437,112.059,4/4,0.428,,
Classical,Iced Earth,1776 - Remixed & Remastered,6NWcWaZZpvcSGRHy84Xnhd,36,1.46e-06,0.38,213093,0.978,0.866,D#,0.23,-6.126,0,0.0768,132.106,4/4,0.33,,
Classical,Keldian,The Last Frontier,43V6XeYu5RTcMGa7dtkcYO,40,1.48e-05,0.423,205147,0.931,0.241,F,0.217,-5.681,0,0.0503,145.003,4/4,0.4,,
Classical,DragonForce,Once In A Lifetime,4gAezJZS9oJ2JKw29y4Zkt,26,3.18e-05,0.242,466733,0.92,0.0126,C#,0.327,-5.93,0,0.0773,200.018,4/4,0.24,,
Classical,DragonForce,Wings Of Liberty,2WLKJKmPMowsRUXnjECNmS,26,0.000621,0.341,440840,0.985,2.53e-06,G,0.287,-4.309,0,0.142,200.013,4/4,0.205,,
Classical,Haken,Falling Back To Earth,7JytQiV4Mxh7mWPxqvjvWF,37,0.00464,0.286,710973,0.822,0.000478,C#,0.266,-5.814,0,0.0428,142.948,4/4,0.0637,,
Classical,DragonForce,The Last Journey Home,3tyIekbBxetZVbyGzbiT9a,26,0.000294,0.197,492480,0.965,0.000149,C#,0.209,-4.01,0,0.117,151.364,4/4,0.344,,
Classical,DragonForce,Heart Of The Storm,5kVxybN515vIePWLOpUT5n,26,0.000248,0.306,282440,0.995,2.89e-05,B,0.321,-3.201,0,0.0984,199.942,4/4,0.414,,
Classical,Dream Evil,Dream Evil,46pYb7E4gTw26dV5l45Mbv,36,3.09e-05,0.435,319321,0.962,0.022,D,0.213,-3.709,0,0.0831,140.025,4/4,0.274,,
Classical,Elvenking,Draugen's Maelstrom,5UlcIOHfJnuG6566c6MGQP,42,0.00279,0.454,264867,0.978,0.0,E,0.341,-4.788,0,0.127,159.996,4/4,0.436,,
Classical,Van Canto,If I Die In Battle,2b50sMoW40HfDi5tSBCVKw,27,0.0339,0.32,286627,0.974,0.0,C,0.237,-4.566,0,0.209,176.014,4/4,0.195,,
Classical,Queensrÿche,The Whisper - Remastered,27J57LHf8Es0L99hVyzXv7,31,0.0476,0.406,216040,0.981,4.56e-06,E,0.338,-4.848,0,0.079,173.822,3/4,0.369,,
Classical,Yngwie Malmsteen,Heaven Tonight,4waaVrk6eGdYLKt0f0zptV,38,0.374,0.429,246067,0.889,0.0,F,0.328,-9.256,0,0.106,126.946,4/4,0.372,,
Classical,Queensrÿche,Guardian,1QtWdunE67eJyGwComRPxc,33,0.000911,0.566,259973,0.957,0.000667,A,0.676,-5.003,0,0.073,120.031,4/4,0.387,,
Classical,Bloodbound,Silver Wings,3psDp2iXOKLs2ZuhWQEmW6,38,0.0588,0.395,225573,0.961,2.04e-05,C#,0.57,-4.075,0,0.0915,159.973,4/4,0.442,,
Classical,Marty Friedman,Self Pollution,3OuY27GNueDzs5PSAEkquo,29,0.000417,0.418,353480,0.947,0.733,A,0.272,-5.353,0,0.0877,120.043,4/4,0.114,,
Classical,Andy James,Victory,34ekW3MRW8zpyYfaIZzM6D,30,1.03e-05,0.308,293936,0.961,0.905,B,0.337,-6.118,0,0.0756,165.106,4/4,0.243,,
Classical,Sonata Arctica,My Selene,2EGqtTAsDeitdQEXgJ69KY,39,1.75e-05,0.415,326427,0.889,3.61e-05,A#,0.287,-4.914,0,0.0405,149.999,4/4,0.448,,
Classical,DragonForce,No More,1Aj5ohhvjReUo02kiTsi3B,24,1.87e-05,0.309,230133,0.966,2.95e-06,C#,0.326,-3.838,0,0.13,200.002,4/4,0.334,,
Classical,Michael Angelo,Reasons - Radio Edit,4Mkjl5fzM5ojP0fd96YiNg,32,0.128,0.548,203810,0.893,0.000134,A,0.386,-6.258,0,0.0569,126.026,4/4,0.304,,
Classical,Pyotr Ilyich Tchaikovsky,"The Nutcracker, Op.71 : No. 7 The Nutcracker Battles the Army of the Mouse King - He Wins and Is Transformed into Prince Charming",3ov7GvWq4reaXMsR87UUQU,25,0.922,0.291,198213,0.413,0.896,D,0.528,-18.725,0,0.0707,152.113,4/4,0.0923,,
Classical,Running Wild,Under Jolly Roger,25qe3Wf24HVQBBiQeb9Cdf,44,2.73e-05,0.24,282560,0.958,0.0354,B,0.769,-10.151,0,0.1,161.887,4/4,0.0718,,
Classical,Van Canto,Primo Victoria,2t5RBEdUhXEKq2amWNQPtu,26,0.0829,0.666,224893,0.946,0.0,F#,0.354,-5.342,0,0.166,123.873,4/4,0.313,,
Classical,Jorn,Blacksong,0cBRw4lIhWudd9hblZ9MlD,41,7.91e-05,0.442,336813,0.954,0.000273,A,0.327,-3.77,0,0.0558,114.788,4/4,0.335,,
Classical,Gus G.,I Am the Fire,10tzEWn7S4hbSH20VSpjYo,29,0.000136,0.457,194733,0.965,0.00579,F#,0.289,-4.489,0,0.142,181.102,4/4,0.389,,
Classical,Andy James,Made of Stone,0shPL009ebvsg2HOO8G1O9,29,2.46e-05,0.375,245007,0.853,0.87,C#,0.34,-6.152,0,0.061,135.044,4/4,0.2,,
Reggae,KBong,Living in a Dream,69LBbhuRJMv3bgFJL6CdZ1,41,0.0527,0.728,277902,0.451,0.00021,E,0.265,-8.706,0,0.0658,144.025,4/4,0.295,,
Reggae,Unified Highway,Losing My Religion,1ykpxxihAidnABXyI8hchy,39,0.148,0.743,217205,0.602,0.00843,A,0.689,-4.613,0,0.0687,144.915,4/4,0.348,,
Reggae,Fat Freddy's Drop,Russia - Nightmares on Wax Remix,6fXznH7uiIWOs53BwRtgPz,55,0.00154,0.793,470077,0.72,0.506,B,0.419,-9.904,0,0.0535,120.004,4/4,0.366,,
Reggae,Through The Roots,Dancing in the Rain,4TjccxgaxYUCPxl0pH3ixs,38,0.0309,0.472,241600,0.676,0.000157,F#,0.366,-5.426,0,0.045,154.068,4/4,0.346,,
Reggae,SOJA,Jah Atmosphere,4tguMbFXEU5A8spKgPIkUN,48,0.0241,0.75,282000,0.353,0.00118,E,0.288,-9.767,0,0.105,119.77,4/4,0.399,,
Reggae,Alific,Under Arrest (feat. Stick Figure) - Original Mix,3z5vTjTWPIzyujnDVDySMT,36,0.181,0.764,230813,0.471,0.711,E,0.641,-10.377,0,0.207,170.026,4/4,0.368,,
Reggae,Matisyahu,Lord Raise Me Up - Live,139PLk22DD8193n1Hs8MQO,38,0.178,0.555,232653,0.533,0.0,D,0.935,-9.269,0,0.0471,134.031,4/4,0.426,,
Reggae,Unified Highway,My Only (feat. Busy Signal),44IGZnkh2uyQhfAVGuFylr,34,0.374,0.734,218999,0.546,1.44e-05,E,0.235,-6.825,0,0.108,147.089,4/4,0.106,,
Reggae,Mike Love,Human Race,1IKKZJovte5PkKt4aCzNLY,42,0.584,0.586,431613,0.528,2.93e-06,F#,0.203,-7.467,0,0.0642,149.155,4/4,0.318,,
Reggae,Snoop Lion,Rebel Way,1l6U7eR4OAAeWKBQzsPyyz,45,0.0077,0.521,284333,0.687,5.41e-06,F#,0.34,-6.173,0,0.0445,143.981,4/4,0.248,,
Reggae,Rambutan Jam Band,East Point,4kbHovcqhGaQD2Ah3HYyXg,40,0.00402,0.445,342227,0.744,0.0598,E,0.349,-6.479,0,0.0428,120.952,4/4,0.14,,
Reggae,Michael Franti & Spearhead,My Lord,4GPWd7knJsKaaZXrcOflf4,33,0.00291,0.626,235907,0.886,0.000931,E,0.224,-6.228,0,0.0471,129.93,4/4,0.321,,
Reggae,Ziggy Marley,Jammin',4vqzuYXWLfnaf9tpxM378B,37,0.0231,0.704,364520,0.796,0.000893,A,0.966,-6.891,0,0.0672,143.407,4/4,0.439,,
Reggae,Fat Freddy's Drop,10 Feet Tall,0gOmm8kG1t674vHcRIjHnE,46,0.131,0.828,325510,0.38,0.553,G,0.201,-10.047,0,0.0415,126.342,4/4,0.406,,
Reggae,Vybz Kartel,Bicycle,10SerxkhE8ATlcbtM5nyNQ,39,0.0096,0.685,138640,0.697,0.0,C#,0.368,-6.677,0,0.244,109.829,4/4,0.265,,
Reggae,Wookiefoot,The Road (feat. Maya Elena),2jcFduVSMeeBi0QgTsRvOc,31,0.243,0.721,237133,0.641,8.56e-06,E,0.368,-7.149,0,0.374,173.821,4/4,0.387,,
Reggae,Matisyahu,Square Circles (feat. Matisyahu),6w2wsEm8FDGOm1iGtVUnYm,33,0.054,0.445,255813,0.786,0.0,F#,0.294,-5.435,0,0.0685,159.884,4/4,0.142,,
Reggae,Sublime,Pool Shark - Acoustic Version,2eel5Us5RHsvtBNPnFT5E1,29,0.664,0.512,92453,0.364,0.0,F#,0.672,-8.31,0,0.0935,132.426,4/4,0.11,,
Reggae,MAGIC!,Mama Didn't Raise No Fool,5Lc0xumeKOqB0fuB2wfS7P,38,0.00152,0.535,247627,0.892,0.00098,C#,0.331,-5.01,0,0.187,162.125,4/4,0.426,,
Reggae,Bob Marley & The Wailers,Kinky Reggae - Live,1lF0i2O2t3c9VamCDjRx3O,36,0.103,0.757,286133,0.66,1.6e-05,G,0.966,-7.194,0,0.113,127.22,4/4,0.38,,
Reggae,State Radio,Mr. Larkin,43DwGLEmVUtXt97ATcUJA4,28,0.0557,0.358,248733,0.928,0.0,A,0.222,-4.994,0,0.262,128.068,5/4,0.4,,
Reggae,Rebelution,Meant to Be - Dub,2y5Iih1iD8gGINFZjo0pzk,26,0.00241,0.797,206133,0.558,0.678,E,0.614,-9.837,0,0.303,134.978,4/4,0.424,,
Reggae,Lyall Moloney,IDK,1O2cbIt96PWL0YvUoRTxVc,32,0.134,0.711,159491,0.668,0.0,F,0.334,-5.891,0,0.0443,110.968,4/4,0.368,,
Reggae,Busy Signal,Free Up,07rvPl4xiattVMVZX5ZJuF,37,0.0112,0.655,169884,0.645,0.0,C#,0.46,-7.512,0,0.227,171.872,4/4,0.374,,
Reggae,Desmond Cheese,Dubbin Out,2z3SCyGGH5rPYPRrR5JpPg,38,0.54,0.62,253947,0.569,0.828,B,0.383,-10.095,0,0.156,146.139,4/4,0.285,,
Reggae,One Day,Love Me Less,0MvN2K16kSWcaj0mfjmitr,47,0.214,0.741,247013,0.694,0.0,F#,0.578,-5.776,0,0.242,110.057,4/4,0.432,,
Reggae,MAGIC!,Primary Colours,5r9Hv2TC0iC38escy2IcLY,35,0.0062,0.606,203093,0.946,2.83e-05,F#,0.344,-4.299,0,0.134,149.975,4/4,0.327,,
Reggae,Aer,Room to Breathe (Intro),1RFTIzIxil5h6S9txord4J,28,0.362,0.751,101060,0.442,0.0559,C#,0.235,-9.294,0,0.0456,155.023,4/4,0.426,,
Reggae,Mavado,On The Rock,1qCUQguuF19BuApHspnlFk,33,0.00559,0.44,212920,0.702,0.0,A,0.34,-6.657,0,0.0573,130.062,4/4,0.331,,
Reggae,Chee,Termite Dub - Starkey Remix,2vDwhUNQwYJrnJjSlYGFqI,14,0.0409,0.713,168000,0.65,0.00928,B,0.226,-6.791,0,0.472,140.078,4/4,0.21,,
Reggae,Chee,Haze - Frequent & Clockvice Remix,0FImXHSirhr3OPFP3apO6u,16,0.00409,0.494,479484,0.927,0.18,F,0.321,-5.352,0,0.217,149.783,4/4,0.181,,
Reggae,Bob Marley & The Wailers,Punky Reggae Party - Z-Trip Remix featuring Lee “Scratch” Perry,65Id8JE7aycPQD2dCh77HW,23,0.00618,0.784,334347,0.706,0.00399,F#,0.546,-7.007,0,0.0576,143.928,4/4,0.405,,
Reggae,Pepper,Don't You Know,5N8on0AFqNHqTTwNOk6hS4,22,0.125,0.535,262400,0.813,0.0,B,0.387,-5.894,0,0.15,161.961,4/4,0.358,,
Reggae,Third World,Jah Glory,25eNBmIJSgNMnnL32v3hBf,22,0.0223,0.635,311227,0.391,0.187,B,0.219,-14.465,0,0.189,128.797,4/4,0.392,,
Reggae,Gyptian,She Hurt Me,2rZtcyGjydO5qhDIxMOoPx,33,0.217,0.468,176874,0.856,0.0,C,0.458,-5.149,0,0.162,132.865,4/4,0.326,,
Reggae,Easy Star All-Stars,Speak to Me / Breathe (In the Air) [feat. Sluggy Ranks],11NaFcfJUYoI0uzHPiEa56,27,0.331,0.583,232360,0.706,0.0384,B,0.459,-8.226,0,0.125,134.845,4/4,0.44,,
Reggae,Cultura Profética,Del Tope al Fondo,6aJQhzoq80kSIDptHozIjf,38,0.324,0.5,336173,0.743,0.00273,A,0.296,-4.833,0,0.0752,131.367,4/4,0.381,,
Reggae,Matisyahu,I Believe In Love - Live,7HzmMi3IwMgFRnHxdqKkbq,21,0.203,0.389,328219,0.772,0.0164,C,0.961,-8.432,0,0.0589,142.981,4/4,0.25,,
Reggae,Gregory Isaacs,Here Comes Trouble,7FtOrgKK0j05PeDMK2D7Xe,27,0.206,0.608,236000,0.473,5.11e-05,D,0.268,-11.144,0,0.275,161.16,4/4,0.325,,
Reggae,Bob Marley & The Wailers,Kinky Reggae - Live In Europe/1975,4PwXlTpwOR6Xg7q1KRuw7K,24,0.117,0.767,289507,0.642,1.54e-05,G,0.972,-7.325,0,0.139,127.382,4/4,0.416,,
Reggae,The Hip Abduction,Intro - Live,6UeDTQJywSTh7Xtf52inuZ,20,0.0158,0.413,140720,0.618,0.00248,C#,0.593,-10.844,0,0.0464,129.0,4/4,0.106,,
Reggae,Katastro,I Wanna Go to Brazil,69ulIcrIAHdgAtTvViXxnO,22,0.573,0.518,69517,0.789,0.00124,F#,0.373,-7.181,0,0.317,145.099,4/4,0.0956,,
Reggae,Christopher Martin,Change Your Life,4FfFYuCLL1zlPnLfDJiGhv,30,0.209,0.563,247223,0.662,0.0,F#,0.33,-5.174,0,0.0574,114.666,5/4,0.42,,
Reggae,Romain Virgo,Who Feels It Knows It (feat. Etana),0LvDivRKsoDDp7z8sAEWCe,32,0.207,0.538,244067,0.626,0.0,G,0.268,-4.247,0,0.259,177.574,4/4,0.446,,
Reggae,311,Fat Chance,6mZ6OBnYofGJXFM0paysSs,25,0.000548,0.499,304667,0.924,0.000739,B,0.381,-6.357,0,0.281,117.525,4/4,0.355,,
Reggae,State Radio,Democracy In Kind,36WASCc20jo9Ms3TdrOzPb,21,0.0601,0.309,258427,0.757,0.0,G#,0.205,-3.205,0,0.0926,175.57,3/4,0.338,,
Reggae,Matisyahu,So High So Low - Live,4ztu24rb6bXTczA0ptywQU,19,0.351,0.403,668773,0.58,0.0167,F,0.703,-9.062,0,0.0523,151.182,4/4,0.341,,
Reggae,Elephant Man,Gal Bruk,7ryfm2E8YsugUh58AHws2A,27,0.0193,0.498,202707,0.662,0.0,A#,0.28,-7.923,0,0.213,132.495,3/4,0.432,,
Reggae,The Hip Abduction,All I Need - Live,1e6Gwakb3TuFbGQ4ktSzOE,19,0.15,0.525,544253,0.691,0.00447,G,0.97,-8.545,0,0.0503,121.68,4/4,0.193,,
Reggae,SOJA,Open My Eyes - Live in Virginia,3LmZ9KzcBAGGnlG9qVypv2,32,0.000781,0.67,220773,0.657,7.67e-05,F,0.507,-8.371,0,0.079,130.063,4/4,0.438,,
Reggae,Natiruts,Caribean Nights (feat. Duda) - Ao Vivo,0t4MCIeGmICOWVlInY3lDp,47,0.0351,0.562,196907,0.92,0.000114,E,0.338,-6.364,0,0.0656,145.104,4/4,0.379,,
Reggaeton,Bad Bunny,NI BIEN NI MAL,278kSqsZIiYp8p3QjYAqa8,90,0.556,0.826,236216,0.449,1.85e-05,F,0.273,-8.33,0,0.0674,128.028,4/4,0.337,,
Reggaeton,DJ Luian,La Ocasión,20pJKlNIU3J1CrvhBr1kQ8,67,0.293,0.739,336149,0.627,0.0,A,0.477,-6.063,0,0.128,134.045,4/4,0.251,,
Reggaeton,Alex Rose,Khalifa,79P3fnch7Yxbe0uhH8usDI,70,0.371,0.589,256489,0.696,0.0,E,0.269,-5.34,0,0.167,130.923,4/4,0.253,,
Reggaeton,El Alfa,Suave,6NtlO37F4rjD1Z11jnV1rJ,60,0.163,0.85,211516,0.835,0.535,B,0.207,-4.367,0,0.05,119.999,4/4,0.401,,
Reggaeton,Cauty,Borrarte,1suaqZ8o7nZm2BR1klNKlE,61,0.217,0.669,217200,0.735,0.0,C#,0.435,-3.935,0,0.288,192.004,4/4,0.314,,
Reggaeton,Juhn,Puerta Abierta (feat. Bad Bunny & Noriel),3rF6sA3AIGEtqXOc5RMm6K,58,0.213,0.879,237960,0.686,0.0,E,0.202,-5.719,0,0.0867,117.984,4/4,0.347,,
Reggaeton,DJ Luian,La Ocasión - Remix,1M9gupJZxS3LdK8R6UZfYH,59,0.147,0.796,451343,0.643,0.0,A,0.507,-6.965,0,0.179,134.09,4/4,0.316,,
Reggaeton,Juhn,Pocas Horas,3vcksIlkRXfEvGHyH2Rltj,58,0.29,0.814,222093,0.597,0.0,G,0.404,-5.003,0,0.0491,134.951,5/4,0.383,,
Reggaeton,Trap Capos,La Llamada - Remix,5PnE0HnlvXl3Pv7hop2FBE,58,0.344,0.754,369267,0.552,0.0,G#,0.247,-5.199,0,0.218,106.013,4/4,0.319,,
Reggaeton,Chris Wandell,Aquella Vez,4G7kVLdduKUc4CLDOXkALi,58,0.374,0.809,288071,0.633,0.0,A,0.249,-4.899,0,0.0452,125.013,4/4,0.346,,
Reggaeton,Natti Natasha,Ya Lo Se,2sBFaHiklVzIds5jAkw1WK,56,0.103,0.801,197587,0.799,0.0,C,0.307,-3.261,0,0.0432,124.98,4/4,0.434,,
Reggaeton,Anuel Aa,"Coronamos (Remix) [feat. Lito Kirino, La Amenaza, Ñengo Flow, Tali, Mike Towers, Messiah, Pusho, Yomo, Darell & MC Davo]",2LxyIx2tswBxvfmb81AK84,53,0.152,0.747,594887,0.627,0.0,A#,0.28,-6.885,0,0.134,141.911,4/4,0.39,,
Reggaeton,Kelmitt,Otra Vez,5pJYFRkQERaXIpjZQV4BqD,52,0.158,0.624,355500,0.62,0.0,A#,0.32,-6.678,0,0.0719,114.806,4/4,0.428,,
Reggaeton,Myke Towers,No Lo Parece,25zbmcTZCBbkRlkNCNLNTU,55,0.162,0.87,252952,0.442,2.91e-05,A#,0.26,-6.161,0,0.0577,118.985,4/4,0.373,,
Reggaeton,Sinfonico,"Aparentemente (feat. Noriel, Miky Woodz & Maximus Wel)",26zjdVYIfnH6jZSdw1NnDZ,51,0.414,0.615,248253,0.659,0.0,C,0.344,-7.241,0,0.303,117.888,4/4,0.445,,
Reggaeton,Arcangel,Ganas De Ti,71w26UK674tLfGtJFfDSjE,52,0.0581,0.871,174200,0.589,0.000354,F#,0.381,-5.818,0,0.0499,112.002,4/4,0.445,,
Reggaeton,Wisin & Yandel,Follow The Leader,2RMWA3mvD4nxBR1sGF7wRp,55,0.0277,0.805,240320,0.884,3.13e-05,F,0.31,-4.078,0,0.179,123.099,4/4,0.387,,
Indie,Kings of Leon,Crawl,3YvSaCeNvGlFzIU1cFC5mG,57,0.000153,0.334,246413,0.875,0.000494,E,0.413,-3.798,0,0.0751,169.426,4/4,0.322,,
Indie,Purity Ring,Obedear,0AVzhaaOaGgdyXJ2orgfwC,53,0.195,0.605,209573,0.732,0.0135,F#,0.246,-5.643,0,0.15,195.978,4/4,0.134,,
Indie,Mansionair,Harlem,4w5qJcU460wDWWIG3FpsGM,40,0.233,0.431,227318,0.808,0.788,G#,0.33,-9.404,0,0.043,195.966,4/4,0.14,,
Indie,Chase Atlantic,Consume (feat. Goon Des Garcons),0X2bh8NVQ8svDQIn2AdCbW,52,0.07,0.556,267920,0.714,0.0,A,0.261,-5.322,0,0.158,146.113,4/4,0.434,,
Indie,alt-J,In Cold Blood (feat. Pusha T) - Twin Shadow Version,72h15AWFKf8KwJVc4URCqI,47,0.139,0.795,166533,0.48,0.00761,B,0.358,-8.474,0,0.0921,142.979,4/4,0.314,,
Indie,Oliver Riot,Phobia Orgasma,34JY0X6fqknNrmPmXJH7Ki,51,0.716,0.712,256400,0.476,0.509,B,0.346,-11.077,0,0.0624,111.967,4/4,0.322,,
Indie,The Killers,Sam's Town,77Kh98jRHI40rIAKnBs7cl,56,0.000217,0.268,246027,0.96,0.00604,F#,0.732,-4.596,0,0.0963,141.415,4/4,0.44,,
Indie,King Gizzard & The Lizard Wizard,Cyboogie,67hfDl8W1nAeqU7XPRFmcB,49,0.074,0.44,407736,0.716,0.726,E,0.207,-6.854,0,0.0606,123.627,4/4,0.196,,
Indie,Purity Ring,Asido,6apwnMLWb8cu3Q2OcacWu6,49,0.179,0.605,220613,0.572,0.00984,D,0.274,-9.322,0,0.0524,142.083,4/4,0.306,,
Indie,Louis The Child,Ohhh Baby,3VUoONInTKqnHczr6xjkZ9,48,0.0609,0.747,220402,0.811,0.231,A,0.516,-2.856,0,0.159,136.054,4/4,0.402,,
Indie,William Bolton,Mesmerized,5896IetzVry5wDW1zEY4ML,46,0.016,0.756,185771,0.643,0.0,E,0.372,-5.123,0,0.0569,120.014,4/4,0.34,,
Indie,The Blaze,Territory,5rUo1QwNwPrnVloZlQr1H2,64,0.286,0.563,276373,0.44,0.683,A,0.269,-11.943,0,0.0822,120.009,4/4,0.213,,
Indie,Circa Survive,Get Out,7bCLnj3P6GrHDBhSbNkxHB,50,3.34e-05,0.204,184920,0.908,0.0008,A,0.392,-4.291,0,0.105,164.536,4/4,0.206,,
Indie,Ryan Caraveo,Take Me Down,1eTxNRTuCZGyFkplxKVmiw,49,0.502,0.759,204296,0.531,0.000108,A,0.34,-9.181,0,0.0669,126.08,4/4,0.168,,
Indie,Big Wreck,Locomotive,0wpBvJfHeOXuP6eGRWc6W0,52,8.22e-05,0.437,300730,0.902,0.0197,B,0.264,-5.286,0,0.0656,108.951,4/4,0.392,,
Indie,Kazy Lambist,Doing Yoga,2N2QYANz84q0gQrWp4QTg8,59,0.214,0.732,291573,0.76,0.00112,E,0.389,-6.82,0,0.0922,108.993,4/4,0.318,,
Indie,Said the Sky,Darling (feat. Missio),5CrxyHP494lmFlLCOdiva8,46,0.323,0.277,238498,0.872,5.32e-05,G,0.33,-5.302,0,0.502,159.149,4/4,0.281,,
Indie,Yoke Lore,Level Tools (ANIMA! Remix),0T6niBwppU3jJYdnl4WVv0,45,0.139,0.708,281455,0.579,8.43e-05,A,0.343,-7.523,0,0.268,110.012,4/4,0.192,,
Indie,Purity Ring,Grandloves (feat. Young Magic),7H1MVTCY4zJJtzwlu611zY,45,0.0148,0.579,273067,0.628,0.000373,G,0.362,-7.32,0,0.137,115.069,4/4,0.134,,
Indie,Chase Atlantic,Meddle About,1x5gfSHfhWpMFKKqbuDe9G,47,0.00404,0.387,203886,0.797,0.0108,E,0.314,-6.41,0,0.052,159.897,4/4,0.369,,
Indie,Smallpools,Beggar,4iV12e14s7hzMEkFAkgeV2,43,0.0912,0.463,178667,0.833,2.35e-05,F,0.342,-4.097,0,0.177,149.788,4/4,0.439,,
Indie,The Frights,Puppy Knuckles,5doFmP50LrS5a04PPiWjKM,42,0.177,0.266,214448,0.546,0.000385,C#,0.487,-9.357,0,0.0479,177.903,4/4,0.322,,
Jazz,Melodiesinfonie,Tokyo,3qKzDxMgVaRVYaG4ZNUG4Z,62,0.63,0.638,73333,0.482,0.778,A,0.273,-14.656,0,0.0975,120.099,4/4,0.229,,
